# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_initiator_codon_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_start_retained_variant	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
STM0839	STM0839	AAL19775	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
STM0857	STM0857	AAL19793	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
STM0858	STM0858	AAL19794	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
STM0859	STM0859	AAL19795	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
STM0860	STM0860	AAL19796	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
STM0867	STM0867	AAL19803	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
STM0868	STM0868	AAL19804	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
STM0869	STM0869	AAL19805	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
STM0870	STM0870	AAL19806	protein_coding	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
STM0926	STM0926	AAL19862	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
STM0927	STM0927	AAL19863	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
STM0929	STM0929	AAL19865	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
STM0930	STM0930	AAL19866	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
STM0932	STM0932	AAL19868	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
STM0947	STM0947	AAL19883	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
STM0948	STM0948	AAL19884	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
STM0950	STM0950	AAL19885	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
STM0951	STM0951	AAL19886	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
STM0952	STM0952	AAL19887	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
STM0954	STM0954	AAL19889	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
STM0971	STM0971	AAL19905	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
STM0972	STM0972	AAL19906	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
STM1001	STM1001	AAL19935	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
STM1002	STM1002	AAL19936	protein_coding	0	1	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0
STM1003	STM1003	AAL19937	protein_coding	0	0	0	10	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	1
STM1005	STM1005	AAL19939	protein_coding	0	0	2	169	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	168
STM1006	STM1006	AAL19940	protein_coding	0	0	0	179	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	175
STM1007	STM1007	AAL19941	protein_coding	0	0	0	181	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	177
STM1008	STM1008	AAL19942	protein_coding	0	3	1	176	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	3	173
STM1009	STM1009	AAL19943	protein_coding	17	59	83	21	0	5	0	2	7	10	0	79	0	0	0	0	7	0	0	59	14
STM1010	STM1010	AAL19944	protein_coding	0	0	6	177	0	0	0	0	164	0	0	6	0	0	0	0	0	0	0	0	13
STM1011	STM1011	AAL19945	protein_coding	0	1	1	262	0	0	0	0	175	0	0	1	0	0	0	0	0	0	0	1	87
STM1012	STM1012	AAL19946	protein_coding	0	0	0	274	0	0	0	0	177	0	0	0	0	0	0	0	0	0	0	0	97
STM1013	STM1013	AAL19947	protein_coding	0	0	0	290	0	0	0	0	115	0	0	0	0	0	0	0	0	0	0	0	175
STM1014	STM1014	AAL19948	protein_coding	0	0	0	456	0	0	0	0	283	0	0	0	0	0	0	0	0	0	0	0	173
STM1015	STM1015	AAL19949	protein_coding	0	0	0	545	0	0	0	0	376	0	0	0	0	0	0	0	0	0	0	0	169
STM1016	STM1016	AAL19950	protein_coding	0	0	0	521	0	0	0	0	377	0	0	0	0	0	0	0	0	0	0	0	144
STM1017	STM1017	AAL19951	protein_coding	0	0	0	455	0	0	0	0	377	0	0	0	0	0	0	0	0	0	0	0	78
STM1018	STM1018	AAL19952	protein_coding	0	0	0	398	0	0	0	0	378	0	0	0	0	0	0	0	0	0	0	0	20
STM1019	STM1019	AAL19953	protein_coding	0	1	0	392	0	0	0	0	378	0	0	0	0	0	0	0	0	0	0	1	14
STM1020	STM1020	AAL19954	protein_coding	0	12	3	367	0	0	0	0	280	0	0	3	0	0	0	0	0	0	0	12	87
STM1021	STM1021	AAL19955	protein_coding	0	8	4	459	0	0	0	0	352	0	0	4	0	0	0	0	0	0	0	8	107
STM1022	STM1022	AAL19956	protein_coding	29	27	94	353	4	0	4	0	205	24	0	86	0	0	0	0	5	0	0	27	148
STM1023	STM1023	AAL19957	protein_coding	11	1	18	487	0	0	0	0	175	8	0	18	0	0	0	0	3	0	0	1	312
STM1024	STM1024	AAL19958	protein_coding	0	0	0	517	0	0	0	0	141	0	0	0	0	0	0	0	0	0	0	0	376
STM1025	STM1025	AAL19959	protein_coding	0	0	0	552	0	0	0	0	377	0	0	0	0	0	0	0	0	0	0	0	175
STM1026	STM1026	AAL19960	protein_coding	0	0	0	574	0	0	0	0	378	0	0	0	0	0	0	0	0	0	0	0	196
STM1027	STM1027	AAL19961	protein_coding	0	0	1	493	0	0	0	0	200	0	0	1	0	0	0	0	0	0	0	0	293
STM1028	STM1028	AAL19962	protein_coding	0	1	1	486	0	0	0	0	200	0	0	1	0	0	0	0	0	0	0	1	286
STM1029	STM1029	AAL19963	protein_coding	4	28	40	424	0	0	0	0	146	3	0	40	0	0	0	0	1	0	0	28	278
STM1030	STM1030	AAL19964	protein_coding	3	5	16	486	0	0	0	0	134	3	0	16	0	0	0	0	0	0	0	5	352
STM1031	STM1031	AAL19965	protein_coding	10	22	47	345	1	0	2	0	68	5	0	44	0	0	0	0	5	0	0	22	277
STM1032	STM1032	AAL19966	protein_coding	0	3	6	301	0	0	0	0	105	0	0	6	0	0	0	0	0	0	0	3	196
STM1033	STM1033	AAL19967	protein_coding	6	10	35	270	0	0	0	0	70	4	0	35	0	0	0	0	2	0	0	10	200
STM1034	STM1034	AAL19968	protein_coding	0	0	0	187	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	117
STM1035	STM1035	AAL19969	protein_coding	0	0	3	179	0	0	0	0	67	0	0	3	0	0	0	0	0	0	0	0	112
STM1036	STM1036	AAL19970	protein_coding	1	2	3	159	0	0	0	0	66	0	0	3	0	0	1	0	0	0	0	2	93
STM1037	STM1037	AAL19971	protein_coding	2	1	5	128	0	0	0	0	60	0	0	5	0	0	0	0	2	0	0	1	68
STM1038	STM1038	AAL19972	protein_coding	5	3	13	116	0	0	0	0	40	3	0	13	0	0	0	0	2	0	0	3	76
STM1039	STM1039	AAL19973	protein_coding	1	2	4	123	0	0	1	0	33	1	0	3	0	0	0	0	0	0	0	2	90
STM1040	STM1040	AAL19974	protein_coding	1	2	7	120	0	0	0	0	23	1	0	7	0	0	0	0	0	0	0	2	97
STM1041	STM1041	AAL19975	protein_coding	2	4	14	92	0	0	0	0	5	1	0	14	0	0	0	0	1	0	0	4	87
STM1042	STM1042	AAL19976	protein_coding	0	0	2	69	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	66
STM1043	STM1043	AAL19977	protein_coding	0	0	0	63	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	61
STM1045	STM1045	AAL19979	protein_coding	0	0	0	30	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	26
STM1046	STM1046	AAL19980	protein_coding	0	0	0	28	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	23
STM1047	STM1047	AAL19981	protein_coding	0	0	1	11	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	7
STM1048	STM1048	AAL19982	protein_coding	1	1	0	43	0	0	0	0	35	1	0	0	0	0	0	0	0	0	0	1	8
STM1049	STM1049	AAL19983	protein_coding	0	23	8	11	0	0	0	0	7	0	0	8	0	0	0	0	0	0	0	23	4
STM1050	STM1050	AAL19984	protein_coding	0	0	0	40	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	33
STM1053	STM1053	AAL19986	protein_coding	0	0	0	37	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	1
STM1054	STM1054	AAL19987	protein_coding	0	0	1	36	0	0	0	0	36	0	0	1	0	0	0	0	0	0	0	0	0
STM1055	STM1055	AAL19988	protein_coding	0	0	0	37	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0
STM1056	STM1056	AAL19989	protein_coding	0	0	0	7	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0
STM1060	STM1060	AAL19993	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
STM1109	STM1109	AAL20041	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
STM1110	STM1110	AAL20042	protein_coding	0	0	1	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2
STM1123	STM1123	AAL20054	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
STM1128	STM1128	AAL20059	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
STM1129	STM1129	AAL20060	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
STM1130	STM1130	AAL20061	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
STM1131	STM1131	AAL20062	protein_coding	0	0	0	5	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
STM1132	STM1132	AAL20063	protein_coding	0	1	0	6	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	1	0
STM1133	STM1133	AAL20064	protein_coding	0	0	0	7	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	1
STM1188	STM1188	AAL20117	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
STM1236	STM1236	AAL20165	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
STM1239	STM1239	AAL20168	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
STM1243	STM1243	AAL20172	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
STM1265	STM1265	AAL20190	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
STM1266	STM1266	AAL20191	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
STM1267	STM1267	AAL20192	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
STM1268	STM1268	AAL20193	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
STM1269	STM1269	AAL20194	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
STM1273	STM1273	AAL20198	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
STM1276	STM1276	AAL20201	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
STM1300	STM1300	AAL20225	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
STM1301	STM1301	AAL20226	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
STM1309	STM1309	AAL20234	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
STM1324	STM1324	AAL20249	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
STM1457	STM1457	AAL20379	protein_coding	0	0	1	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2
STM1459	STM1459	AAL20381	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
STM1472	STM1472	AAL20392	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
STM1481	STM1481	AAL20400	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
STM1484	STM1484	AAL20403	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
STM1485	STM1485	AAL20404	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
STM1490	STM1490	AAL20409	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
STM1491	STM1491	AAL20410	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
STM1492	STM1492	AAL20411	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
STM1493	STM1493	AAL20412	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
STM1494	STM1494	AAL20413	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
STM1496	STM1496	AAL20415	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
STM1497	STM1497	AAL20416	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
STM1498	STM1498	AAL20417	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
STM1499	STM1499	AAL20418	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
STM1513	STM1513	AAL20432	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
STM1532	STM1532	AAL20451	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
STM1533	STM1533	AAL20452	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
STM1534	STM1534	AAL20453	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
STM1535	STM1535	AAL20454	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
STM1536	STM1536	AAL20455	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
STM1537	STM1537	AAL20456	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
STM1538	STM1538	AAL20457	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
STM1539	STM1539	AAL20458	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
STM1540	STM1540	AAL20459	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
STM1541	STM1541	AAL20460	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
STM1542	STM1542	AAL20461	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
STM1543	STM1543	AAL20462	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
STM1545	STM1545	AAL20464	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
STM1546	STM1546	AAL20465	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
STM1547	STM1547	AAL20466	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
STM1548	STM1548	AAL20467	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
STM1549	STM1549	AAL20468	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
STM1550	STM1550	AAL20469	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
STM1551	STM1551	AAL20470	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
STM1552	STM1552	AAL20471	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
STM1554	STM1554	AAL20472	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
STM1555	STM1555	AAL20473	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
STM1556	STM1556	AAL20474	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
STM1557	STM1557	AAL20475	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
STM1558	STM1558	AAL20476	protein_coding	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
STM1559	STM1559	AAL20477	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
STM1560	STM1560	AAL20478	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
STM1583	STM1583	AAL20501	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
STM1585	STM1585	AAL20503	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
STM1586	STM1586	AAL20504	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
STM1600	STM1600	AAL20518	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
STM1606	STM1606	AAL20524	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
STM1607	STM1607	AAL20525	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
STM1617	STM1617	AAL20535	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
STM1618	STM1618	AAL20536	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
STM1619	STM1619	AAL20537	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
STM1620	STM1620	AAL20538	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
STM1621	STM1621	AAL20539	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
STM1623	STM1623	AAL20541	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
STM1624	STM1624	AAL20542	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
STM1627	STM1627	AAL20545	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
STM1628	STM1628	AAL20546	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
STM1629	STM1629	AAL20547	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
STM1630	STM1630	AAL20548	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
STM1632	STM1632	AAL20550	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
STM1633	STM1633	AAL20551	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
STM1656	STM1656	AAL20574	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
STM1657	STM1657	AAL20575	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
STM1664	STM1664	AAL20582	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
STM1665	STM1665	AAL20583	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
STM1667	STM1667	AAL20584	protein_coding	0	0	1	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2
STM1668	STM1668	AAL20585	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2
STM1669	STM1669	AAL20586	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2
STM1670	STM1670	AAL20587	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2
STM1671	STM1671	AAL20588	protein_coding	0	0	1	4	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	2
STM1672	STM1672	AAL20589	protein_coding	0	1	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1
STM1673	STM1673	AAL20590	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
STM1674	STM1674	AAL20591	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
STM1675	STM1675	AAL20592	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
STM1676	STM1676	AAL20593	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
STM1677	STM1677	AAL20594	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
STM1678	STM1678	AAL20595	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
STM1697	STM1697	AAL20614	protein_coding	1	0	0	5	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	4
STM1698	STM1698	AAL20615	protein_coding	0	0	0	6	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3
STM1698A	STM1698A	AAL20616	protein_coding	0	1	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	3
STM1731	STM1731	AAL20649	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
STM1733	STM1733	AAL20651	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
STM1741	STM1741	AAL20659	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
STM1760	STM1760	AAL20675	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
STM1785	STM1785	AAL20700	protein_coding	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
STM1786	STM1786	AAL20701	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
STM1787	STM1787	AAL20702	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
STM1788	STM1788	AAL20703	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
STM1789	STM1789	AAL20704	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
STM1790	STM1790	AAL20705	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
STM1791	STM1791	AAL20706	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
STM1792	STM1792	AAL20707	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
STM1793	STM1793	AAL20708	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
STM1794	STM1794	AAL20709	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
STM1795	STM1795	AAL20710	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
STM1829	STM1829	AAL20744	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
STM1833	STM1833	AAL20748	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
STM1836	STM1836	AAL20751	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
STM1839	STM1839	AAL20754	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
STM1841	STM1841	AAL20756	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
STM1843	STM1843	AAL20758	protein_coding	0	0	1	2	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1
STM1849	STM1849	AAL20764	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
STM1851	STM1851	AAL20766	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
STM1854	STM1854	AAL20769	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
STM1856	STM1856	AAL20771	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
STM1857	STM1857	AAL20772	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
STM1858	STM1858	AAL20773	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
STM1859	STM1859	AAL20774	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
STM1860	STM1860	AAL20775	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
STM1861	STM1861	AAL20776	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
STM1863	STM1863	AAL20778	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
STM1864	STM1864	AAL20779	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
STM1865	STM1865	AAL20780	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
